time,price
1701489602,0.805
1701493203,0.63
1701496802,0.63
1701500402,0.64
1701504002,0.64
1701507602,0.64
1701511203,0.64
1701514802,0.64
1701518402,0.64
1701522002,0.64
1701525603,0.625
1701529202,0.63
1701532802,0.635
1701536403,0.635
1701540002,0.635
1701543603,0.635
1701547203,0.615
1701550803,0.615
1701554402,0.615
1701558003,0.615
1701561602,0.615
1701565203,0.605
1701568802,0.585
1701572403,0.605
1701576003,0.605
1701579603,0.605
1701583202,0.585
1701586802,0.585
1701590402,0.585
1701594002,0.585
1701597602,0.585
1701601203,0.585
1701604802,0.585
1701608403,0.585
1701612002,0.59
1701615602,0.59
1701619202,0.59
1701622803,0.59
1701626403,0.59
1701630003,0.59
1701633602,0.59
1701637203,0.575
1701640803,0.57
1701644403,0.57
1701648002,0.575
1701651602,0.575
1701655203,0.575
1701658803,0.575
1701662403,0.575
1701666003,0.58
1701669602,0.58
1701673202,0.58
1701676802,0.58
1701680402,0.58
1701684002,0.58
1701687603,0.58
1701691203,0.58
1701694803,0.58
1701698402,0.585
1701702003,0.575
1701705602,0.58
1701709203,0.585
1701712803,0.585
1701716403,0.585
1701720002,0.585
1701723603,0.585
1701727203,0.585
1701730802,0.585
1701734402,0.585
1701738002,0.585
1701741603,0.585
1701745202,0.585
1701748803,0.585
1701752403,0.585
1701756002,0.585
1701759603,0.585
1701763203,0.585
1701766803,0.585
1701770402,0.585
1701774003,0.585
1701777603,0.585
1701781203,0.585
1701784803,0.585
1701788402,0.585
1701792002,0.585
1701795602,0.585
1701799202,0.585
1701802802,0.585
1701806402,0.585
1701810002,0.585
1701813602,0.585
1701817202,0.585
1701820803,0.585
1701824402,0.585
1701828003,0.585
1701831602,0.585
1701835202,0.585
1701838802,0.585
1701842402,0.585
1701846002,0.585
1701849603,0.585
1701853202,0.585
1701856803,0.585
1701860402,0.585
1701864002,0.585
1701867602,0.585
1701871203,0.585
1701874803,0.585
1701878402,0.585
1701882003,0.585
1701885602,0.585
1701889203,0.585
1701892802,0.585
1701896403,0.585
1701900002,0.585
1701903603,0.585
1701907202,0.585
1701910803,0.585
1701914402,0.585
1701918003,0.585
1701921602,0.585
1701925203,0.585
1701928803,0.585
1701932403,0.585
1701936003,0.585
1701939603,0.585
1701943202,0.585
1701946802,0.585
1701950403,0.585
1701954003,0.585
1701957602,0.585
1701961203,0.585
1701964803,0.585
1701968403,0.585
1701972002,0.585
1701975603,0.585
1701979203,0.585
1701982802,0.585
1701986402,0.585
1701990002,0.585
1701993602,0.585
1701997202,0.585
1702000802,0.585
1702004402,0.585
1702008002,0.585
1702011602,0.585
1702015202,0.585
1702018802,0.585
1702022402,0.585
1702026002,0.585
1702029602,0.585
1702033202,0.585
1702036802,0.585
1702040402,0.585
1702044002,0.585
1702047602,0.585
1702051202,0.585
1702054803,0.585
1702058402,0.585
1702062003,0.685
1702065602,0.405
1702069203,0.405
1702072802,0.405
1702076402,0.405
1702080002,0.405
1702083602,0.405
1702087202,0.405
1702090803,0.405
1702094402,0.405
1702098002,0.405
1702101602,0.405
1702105202,0.405
1702108802,0.405
1702112403,0.405
1702116002,0.405
1702119603,0.405
1702123202,0.405
1702126803,0.405
1702130402,0.405
1702134003,0.405
1702137603,0.405
1702141203,0.405
1702144802,0.405
1702148403,0.405
1702152002,0.405
1702155603,0.405
1702159202,0.405
1702162803,0.405
1702166402,0.405
1702170002,0.405
1702173602,0.405
1702177202,0.405
1702180802,0.405
1702184402,0.405
1702188002,0.405
1702191603,0.405
1702195202,0.405
1702198803,0.405
1702202402,0.405
1702206002,0.405
1702209602,0.405
1702213202,0.405
1702216802,0.405
1702220403,0.405
1702224002,0.405
1702227603,0.405
1702231202,0.405
1702234803,0.415
1702238402,0.415
1702242003,0.415
1702245602,0.415
1702249202,0.415
1702252802,0.415
1702256403,0.415
1702260002,0.415
1702263603,0.415
1702267203,0.415
1702270803,0.415
1702274402,0.415
1702278003,0.415
1702281602,0.415
1702285203,0.415
1702288802,0.415
1702292403,0.415
1702296003,0.415
1702299603,0.415
1702303202,0.415
1702306803,0.415
1702310402,0.415
1702314002,0.415
1702317602,0.415
1702321202,0.415
1702324803,0.415
1702328402,0.415
1702332002,0.415
1702335602,0.415
1702339202,0.415
1702342802,0.415
1702346402,0.415
1702350002,0.415
1702353602,0.415
1702357202,0.415
1702360802,0.415
1702364402,0.415
1702368002,0.415
1702371602,0.415
1702375202,0.415
1702378802,0.415
1702382402,0.415
1702386003,0.405
1702389603,0.405
1702393203,0.405
1702396803,0.405
1702400403,0.405
1702404003,0.405
1702407603,0.405
1702411203,0.405
1702414802,0.405
1702418403,0.405
1702422003,0.405
1702425602,0.405
1702429202,0.405
1702432802,0.405
1702436403,0.405
1702440002,0.405
1702443603,0.405
1702447203,0.395
1702450802,0.395
1702454402,0.395
1702458003,0.395
1702461602,0.395
1702465203,0.395
1702468802,0.395
1702472403,0.395
1702476002,0.395
1702479603,0.395
1702483202,0.395
1702486803,0.395
1702490403,0.395
1702494003,0.395
1702497603,0.395
1702501203,0.395
1702504803,0.395
1702508402,0.395
1702512002,0.395
1702515602,0.395
1702519202,0.395
1702522802,0.395
1702526402,0.395
1702530002,0.395
1702533602,0.395
1702537202,0.395
1702540802,0.395
1702544402,0.395
1702548002,0.395
1702551602,0.395
1702555202,0.395
1702558802,0.395
1702562402,0.395
1702566002,0.395
1702569602,0.395
1702573202,0.395
1702576802,0.395
1702580402,0.395
1702584002,0.395
1702587602,0.395
1702591202,0.395
1702594802,0.395
1702598402,0.395
1702602002,0.395
1702605602,0.395
1702609203,0.395
1702612802,0.395
1702616402,0.395
1702620002,0.395
1702623602,0.445
1702627202,0.47
1702630802,0.47
1702634402,0.47
1702638002,0.47
1702641602,0.47
1702645202,0.47
1702648803,0.47
1702652402,0.47
1702656002,0.47
1702659602,0.47
1702663202,0.47
1702666802,0.47
1702670402,0.47
1702674002,0.47
1702677603,0.47
1702681202,0.47
1702684802,0.47
1702688402,0.47
1702692002,0.47
1702695602,0.47
1702699202,0.395
1702702802,0.395
1702706402,0.395
1702710002,0.395
1702713602,0.395
1702717202,0.395
1702720802,0.395
1702724402,0.395
1702728002,0.395
1702731602,0.395
1702735202,0.395
1702738802,0.395
1702742402,0.395
1702746002,0.395
1702749602,0.395
1702753202,0.395
1702756802,0.395
1702760402,0.395
1702764002,0.395
1702767602,0.395
1702771202,0.395
1702774802,0.395
1702778402,0.395
1702782002,0.395
1702785602,0.525
1702789202,0.525
1702792802,0.525
1702796402,0.525
1702800002,0.525
1702803602,0.525
1702807203,0.525
1702810802,0.525
1702814402,0.525
1702818002,0.525
1702821602,0.525
1702825202,0.525
1702828802,0.525
1702832402,0.525
1702836002,0.525
1702839602,0.525
1702843202,0.525
1702846802,0.525
1702850402,0.525
1702854002,0.525
1702857602,0.525
1702861202,0.525
1702864802,0.525
1702868402,0.525
1702872002,0.525
1702875602,0.525
1702879202,0.525
1702882802,0.525
1702886402,0.525
1702890002,0.525
1702893602,0.525
1702897202,0.525
1702900802,0.525
1702904403,0.525
1702908002,0.525
1702911603,0.525
1702915203,0.525
1702918803,0.525
1702922403,0.525
1702926003,0.525
1702929602,0.525
1702933202,0.525
1702936802,0.525
1702940403,0.525
1702944002,0.525
1702947603,0.525
1702951202,0.525
1702954803,0.525
1702958402,0.525
1702962002,0.525
1702965602,0.525
1702969203,0.525
1702972803,0.525
1702976403,0.525
1702980002,0.525
1702983603,0.525
1702987202,0.525
1702990803,0.525
1702994403,0.525
1702998003,0.525
1703001602,0.525
1703005203,0.525
1703008802,0.525
1703012402,0.525
1703016002,0.525
1703019603,0.525
1703023202,0.525
1703026803,0.525
1703030402,0.525
1703034003,0.525
1703037603,0.525
1703041203,0.525
1703044802,0.525
1703048403,0.525
1703052002,0.525
1703055602,0.525
1703059202,0.525
1703062803,0.525
1703066403,0.525
1703070003,0.525
1703073602,0.525
1703077203,0.525
1703080802,0.525
1703084403,0.525
1703088002,0.525
1703091602,0.525
1703095202,0.525
1703098802,0.525
1703102402,0.525
1703106003,0.525
1703109602,0.525
1703113203,0.525
1703116803,0.525
1703120403,0.525
1703124002,0.525
1703127603,0.525
1703131202,0.525
1703134803,0.525
1703138402,0.525
1703142002,0.525
1703145603,0.525
1703149203,0.525
1703152803,0.525
1703156402,0.525
1703160003,0.525
1703163603,0.525
1703167202,0.525
1703170803,0.525
1703174403,0.525
1703178003,0.525
1703181602,0.525
1703185203,0.525
1703188802,0.525
1703192403,0.525
1703196002,0.525
1703199603,0.525
1703203202,0.525
1703206803,0.525
1703210403,0.525
1703214003,0.525
1703217603,0.525
1703221203,0.525
1703224803,0.525
1703228402,0.525
1703232002,0.525
1703235603,0.525
1703239202,0.525
1703242803,0.525
1703246403,0.525
1703250003,0.525
1703253603,0.525
1703257203,0.525
1703260803,0.525
1703264403,0.525
1703268003,0.525
1703271603,0.525
1703275202,0.525
1703278803,0.525
1703282403,0.525
1703286003,0.525
1703289602,0.525
1703293203,0.525
1703296802,0.525
1703300403,0.525
1703304002,0.525
1703307603,0.525
1703311202,0.525
1703314803,0.525
1703318403,0.525
1703322003,0.525
1703325603,0.525
1703329203,0.525
1703332803,0.525
1703336403,0.525
1703340003,0.525
1703343603,0.525
1703347203,0.525
1703350803,0.525
1703354402,0.525
1703358003,0.525
1703361603,0.525
1703365203,0.525
1703368803,0.525
1703372403,0.525
1703376002,0.525
1703379603,0.525
1703383203,0.525
1703386803,0.525
1703390403,0.525
1703394003,0.525
1703397603,0.525
1703401203,0.525
1703404803,0.525
1703408403,0.525
1703412003,0.525
1703415603,0.525
1703419203,0.525
1703422803,0.525
1703426402,0.525
1703430003,0.525
1703433603,0.525
1703437203,0.525
1703440803,0.525
1703444403,0.525
1703448003,0.525
1703451603,0.525
1703455203,0.525
1703458803,0.525
1703462402,0.525
1703466003,0.525
1703469602,0.525
1703473203,0.525
1703476802,0.525
1703480403,0.525
1703484003,0.525
1703487603,0.525
1703491203,0.525
1703494803,0.525
1703498403,0.525
1703502003,0.525
1703505603,0.525
1703509203,0.525
1703512802,0.525
1703516403,0.525
1703520002,0.525
1703523603,0.525
1703527203,0.525
1703530803,0.525
1703534402,0.525
1703538002,0.525
1703541603,0.525
1703545203,0.525
1703548802,0.525
1703552403,0.525
1703556002,0.525
1703559603,0.525
1703563202,0.525
1703566803,0.525
1703570403,0.525
1703574003,0.525
1703577603,0.525
1703581203,0.525
1703584802,0.525
1703588403,0.525
1703592002,0.525
1703595603,0.525
1703599203,0.525
1703602803,0.525
1703606402,0.525
1703610003,0.525
1703613603,0.525
1703617203,0.525
1703620802,0.525
1703624403,0.525
1703628002,0.525
1703631603,0.525
1703635203,0.525
1703638803,0.525
1703642403,0.525
1703646003,0.525
1703649603,0.525
1703653203,0.525
1703656803,0.525
1703660403,0.525
1703664003,0.525
1703667603,0.525
1703671203,0.525
1703674803,0.525
1703678403,0.525
1703682003,0.525
1703685603,0.525
1703689203,0.525
1703692803,0.525
1703696403,0.525
1703700003,0.525
1703703603,0.525
1703707202,0.525
1703710802,0.525
1703714402,0.525
1703718002,0.525
1703721603,0.525
1703725203,0.525
1703728802,0.525
1703732402,0.525
1703736002,0.525
1703739602,0.525
1703743202,0.525
1703746802,0.525
1703750402,0.525
1703754002,0.525
1703757602,0.525
1703761202,0.525
1703764802,0.525
1703768402,0.525
1703772002,0.525
1703775602,0.525
1703779202,0.525
1703782802,0.525
1703786402,0.525
1703790002,0.525
1703793602,0.525
1703797202,0.525
1703800802,0.525
1703804402,0.525
1703808002,0.525
1703811602,0.525
1703815202,0.525
1703818802,0.525
1703822402,0.525
1703826002,0.525
1703829602,0.525
1703833202,0.525
1703836802,0.525
1703840402,0.525
1703844002,0.525
1703847602,0.525
1703851202,0.525
1703854802,0.525
1703858402,0.525
1703862002,0.525
1703865602,0.525
1703869202,0.525
1703872802,0.525
1703876402,0.525
1703880002,0.525
1703883602,0.525
1703887202,0.525
1703890802,0.525
1703894402,0.525
1703898002,0.525
1703901602,0.525
1703905202,0.525
1703908802,0.525
1703912402,0.525
1703916002,0.525
1703919602,0.525
1703923202,0.525
1703926802,0.525
1703930402,0.525
1703934002,0.525
1703937602,0.525
1703941202,0.525
1703944802,0.525
1703948402,0.525
1703952002,0.525
1703955602,0.525
1703959202,0.525
1703962802,0.525
1703966402,0.525
1703970002,0.525
1703973602,0.525
1703977202,0.525
1703980802,0.525
1703984402,0.525
1703988002,0.525
1703991603,0.525
1703995202,0.525
1703998802,0.525
1704002402,0.525
1704006003,0.525
1704009602,0.525
1704013202,0.525
1704016802,0.525
1704020402,0.525
1704024002,0.525
1704027602,0.525
1704031202,0.525
1704034802,0.525
1704038402,0.525
1704042002,0.525
1704045602,0.525
1704049202,0.525
1704052802,0.525
1704056402,0.525
1704060002,0.525
1704063602,0.525
1704067202,0.525
1704070802,0.525
1704074402,0.525
1704078002,0.525
1704081602,0.525
1704085203,0.525
1704088802,0.525
1704092403,0.525
1704096002,0.525
1704099602,0.525
1704103202,0.525
1704106802,0.525
1704110402,0.525
1704114002,0.525
1704117602,0.525
1704121202,0.525
1704124802,0.525
1704128402,0.525
1704132002,0.525
1704135602,0.525
1704139202,0.525
1704142802,0.525
1704146402,0.525
1704150002,0.525
1704153602,0.525
1704157202,0.525
1704160802,0.525
1704164402,0.525
1704168002,0.525
1704171602,0.525
1704175202,0.525
1704178802,0.525
1704182402,0.525
1704186002,0.525
1704189602,0.525
1704193202,0.525
1704196802,0.525
1704200402,0.525
1704204002,0.525
1704207602,0.525
1704211202,0.525
1704214802,0.525
1704218402,0.525
1704222002,0.525
1704225603,0.525
1704229202,0.525
1704232802,0.525
1704236402,0.525
1704240002,0.525
1704243603,0.525
1704247203,0.525
1704250802,0.525
1704254403,0.525
1704258003,0.525
1704261603,0.525
1704265202,0.525
1704268803,0.525
1704272403,0.525
1704276003,0.525
1704279602,0.525
1704283203,0.525
1704286803,0.525
1704290403,0.525
1704294002,0.525
1704297602,0.525
1704301203,0.525
1704304803,0.525
1704308402,0.525
1704312002,0.525
1704315602,0.525
1704319202,0.525
1704322803,0.525
1704326402,0.525
1704330002,0.525
1704333603,0.525
1704337202,0.525
1704340803,0.525
1704344403,0.525
1704348002,0.525
1704351602,0.525
1704355203,0.525
1704358803,0.525
1704362403,0.525
1704366002,0.525
1704369603,0.525
1704373203,0.525
1704376803,0.525
1704380403,0.525
1704384003,0.525
1704387602,0.525
1704391202,0.525
1704394803,0.525
1704398403,0.525
1704402002,0.525
1704405602,0.525
1704409203,0.525
1704412803,0.525
1704416403,0.525
1704420003,0.525
1704423603,0.525
1704427203,0.525
1704430802,0.525
1704434403,0.525
1704438003,0.525
1704441603,0.525
1704445203,0.525
1704448803,0.525
1704452403,0.525
1704456003,0.525
1704459603,0.525
1704463203,0.525
1704466803,0.525
1704470403,0.525
1704474003,0.525
1704477603,0.525
1704481203,0.525
1704484802,0.525
1704488403,0.525
1704492002,0.525
1704495603,0.525
1704499202,0.525
1704502802,0.525
1704506403,0.525
1704510002,0.525
1704513602,0.525
1704517202,0.525
1704520802,0.525
1704524402,0.525
1704528002,0.525
1704531603,0.525
1704535202,0.525
1704538802,0.525
1704542402,0.525
1704546002,0.525
1704549602,0.525
1704553203,0.525
1704556803,0.525
1704560403,0.525
1704564003,0.525
1704567603,0.525
1704571203,0.525
1704574803,0.525
1704578402,0.525
1704582003,0.525
1704585602,0.525
1704589202,0.525
1704592802,0.525
1704596403,0.525
1704600002,0.525
1704603603,0.525
1704607202,0.525
1704610803,0.525
1704614403,0.525
1704618002,0.525
1704621602,0.525
1704625203,0.525
1704628803,0.525
1704632403,0.525
1704636003,0.525
1704639603,0.525
1704643202,0.525
1704646803,0.525
1704650402,0.525
1704654003,0.525
1704657602,0.525
1704661203,0.525
1704664802,0.525
1704668402,0.525
1704672002,0.525
1704675603,0.525
1704679202,0.525
1704682803,0.525
1704686402,0.525
1704690003,0.525
1704693603,0.525
1704697203,0.525
1704700802,0.525
1704704402,0.525
1704708002,0.525
1704711603,0.525
1704715203,0.525
1704718803,0.525
1704722402,0.525
1704726003,0.525
1704729603,0.525
1704733203,0.525
1704736803,0.525
1704740403,0.525
1704744003,0.525
1704747602,0.525
1704751203,0.525
1704754803,0.525
1704758403,0.525
1704762003,0.525
1704765603,0.525
1704769203,0.525
1704772802,0.525
1704776403,0.525
1704780003,0.525
1704783602,0.575
1704787202,0.575
1704790803,0.575
1704794402,0.575
1704798003,0.575
1704801603,0.575
1704805202,0.575
1704808802,0.575
1704812403,0.5
1704816002,0.5
1704819603,0.5
1704823202,0.5
1704826803,0.5
1704830402,0.5
1704834004,0.5
1704837604,0.5
1704841203,0.5
1704844803,0.5
1704848402,0.5
1704852002,0.5
1704855603,0.5
1704859203,0.5
1704862802,0.5
1704866403,0.5
1704870002,0.5
1704873603,0.5
1704877203,0.5
1704880803,0.5
1704884403,0.5
1704888003,0.5
1704891603,0.5
1704895203,0.5
1704898810,0.5
1704902403,0.5
1704909603,0.5
1704913203,0.5
1704916803,0.5
1704920406,0.5
1704924003,0.5
1704927603,0.5
1704931203,0.5
1704934803,0.5
1704938403,0.5
1704942003,0.5
1704945603,0.5
1704949203,0.5
1704952803,0.5
1704956403,0.5
1704960003,0.5
1704963603,0.5
1704967202,0.5
1704970803,0.5
1704974403,0.5
1704978003,0.5
1704981603,0.5
1704985212,0.5
1704988803,0.5
1704992403,0.5
1704996003,0.5
1704999603,0.5
1705003203,0.5
1705006803,0.5
1705010403,0.5
1705014003,0.5
1705017603,0.5
1705021203,0.5
1705024803,0.5
1705028403,0.5
1705032003,0.5
1705035603,0.5
1705039203,0.5
1705042803,0.5
1705046403,0.5
1705050003,0.5
1705053603,0.5
1705057203,0.5
1705060803,0.5
1705064403,0.5
1705068003,0.5
1705071603,0.5
1705075202,0.5
1705078803,0.5
1705082403,0.5
1705086003,0.5
1705089603,0.5
1705093202,0.5
1705096802,0.5
1705100402,0.5
1705104002,0.5
1705107603,0.5
1705111202,0.5
1705114803,0.5
1705118402,0.5
1705122002,0.5
1705125602,0.5
1705129202,0.5
1705132802,0.5
1705136402,0.5
1705140002,0.5
1705143603,0.5
1705147202,0.5
1705150802,0.5
1705154402,0.5
1705158002,0.5
1705161602,0.5
1705165202,0.5
1705168802,0.5
1705172402,0.5
1705176002,0.5
1705179602,0.5
1705183203,0.5
1705186802,0.5
1705190402,0.5
1705194002,0.5
1705197602,0.5
1705201203,0.5
1705204802,0.5
1705208403,0.5
1705212003,0.5
1705215602,0.5
1705219202,0.5
1705222803,0.5
1705226402,0.5
1705230002,0.5
1705233602,0.5
1705237202,0.5
1705240803,0.5
1705244402,0.5
1705248002,0.5
1705251602,0.5
