time,midpoint,ask,bid,inventory,profit
2024-10-25 04:50:02,0.0315,0.03150046546140504,0.03149953453859496,0,0.0
2024-10-25 05:00:03,0.032,0.03200047984096562,0.03199952015903438,0,9.309228100745637e-07
2024-10-25 05:10:02,0.0315,0.03150046543172921,0.03149953456827079,0,1.8906047413169702e-06
2024-10-25 05:20:02,0.032,0.03200047981039734,0.031999520189602663,0,2.821468199742938e-06
2024-10-25 05:30:02,0.032,0.03200047979510045,0.03199952020489955,0,3.7810889944173143e-06
2024-10-25 05:40:02,0.032,0.03200047977980356,0.03199952022019644,0,4.740679195314179e-06
2024-10-25 05:50:03,0.032,0.03200047976448118,0.03199952023551882,0,5.700238802433533e-06
2024-10-25 06:00:03,0.032,0.03200047974918429,0.03199952025081571,0,6.659767764788382e-06
2024-10-25 06:10:02,0.032,0.032000479733912894,0.03199952026608711,0,7.619266133365721e-06
2024-10-25 06:20:02,0.032,0.032000479718616005,0.031999520281383996,0,8.57873395915254e-06
2024-10-25 06:30:02,0.032,0.03200047970331912,0.031999520296680885,0,9.538171191161848e-06
2024-10-25 06:40:02,0.032,0.03200047968802223,0.031999520311977774,0,1.0497577829393645e-05
2024-10-25 06:50:02,0.032,0.03200047967272534,0.03199952032727466,0,1.145695387384793e-05
2024-10-25 07:00:02,0.032,0.03200047965742845,0.03199952034257155,0,1.2416299324524704e-05
2024-10-25 07:10:02,0.032,0.03200047964213156,0.03199952035786844,0,1.3375614181423967e-05
2024-10-25 07:20:02,0.0315,0.03150046523883635,0.03149953476116365,0,1.4334898444545718e-05
2024-10-25 07:30:02,0.0315,0.031500465223998436,0.031499534776001564,0,1.5265376117248874e-05
2024-10-25 07:40:02,0.0315,0.03150046520916053,0.03149953479083947,0,1.6195824114120794e-05
2024-10-25 07:50:02,0.0315,0.03150046519432261,0.03149953480567739,0,1.7126242435175354e-05
2024-10-25 08:00:02,0.0315,0.031500465179484696,0.031499534820515304,0,1.8056631080398677e-05
