time,midpoint,ask,bid,inventory,profit
2024-11-19 22:10:03,0.27,0.27001942430500003,0.269980575695,0,0.0
2024-11-19 22:20:03,0.195,0.19498767997013303,0.19496303951039903,1,-0.269980575695
2024-11-19 22:30:03,0.19,0.18998815835132937,0.18996447465398814,1,-0.269955935235266
2024-11-19 22:40:03,0.19,0.1899881587794941,0.1899644759384822,1,-0.26993225153792477
2024-11-19 22:50:03,0.17,0.1699900469346192,0.16997014040385758,1,-0.2699085686969129
2024-11-19 23:00:03,0.185,0.1849886356044531,0.1849659064133593,1,-0.26988866216615126
2024-11-19 23:10:03,0.17,0.16999004765442882,0.16997014256328635,1,-0.26986593297505745
2024-11-19 23:20:03,0.165,0.16499051152668465,0.16497153418005395,1,-0.269846027883915
2024-11-19 23:30:03,0.13,0.12998081823470706,0.12996803012451177,2,-0.43481756206396893
2024-11-19 23:40:03,0.125,0.12498206160299567,0.12497010240499278,2,-0.4348047739537736
2024-11-19 23:50:03,0.135,0.1349795528943424,0.13496592122390397,2,-0.4347928147557707
2024-11-20 00:00:03,0.135,0.13497955363387037,0.13496592245645062,2,-0.43477918308533225
2024-11-20 00:10:03,0.135,0.1349795543733984,0.13496592368899726,2,-0.4347655519079125
2024-11-20 00:20:03,0.135,0.13497955511292636,0.1349659249215439,2,-0.43475192122351136
2024-11-20 00:30:03,0.145,0.1449769570685325,0.1449615948475542,2,-0.4347382910321289
2024-11-20 00:40:03,0.145,0.14497695790206608,0.14496159623677682,2,-0.4347229288111506
2024-11-20 00:50:03,0.145,0.14497695873559965,0.14496159762599944,2,-0.43470756714586134
2024-11-20 01:00:03,0.135,0.13497955807103834,0.1349659298517305,2,-0.43469220603626113
2024-11-20 01:10:03,0.135,0.1349795588105663,0.13496593108427715,2,-0.4346785778169533
2024-11-20 01:20:03,0.135,0.1349795595500943,0.13496593231682383,2,-0.4346649500906641
2024-11-20 01:30:03,0.135,0.1349795602896223,0.13496593354937045,2,-0.4346513228573936
2024-11-20 01:40:03,0.135,0.13497956102915026,0.1349659347819171,2,-0.43463769611714176
2024-11-20 01:50:03,0.135,0.13497956176867829,0.13496593601446374,2,-0.4346240698699086
2024-11-20 02:00:03,0.135,0.13497956250820625,0.1349659372470104,2,-0.43461044411569405
2024-11-20 02:10:03,0.135,0.13497956324773422,0.13496593847955704,2,-0.4345968188544982
2024-11-20 02:20:02,0.135,0.13497956398602967,0.13496593971004944,2,-0.43458319408632107
2024-11-20 02:30:03,0.135,0.1349795647267902,0.13496594094465034,2,-0.43456956981034084
2024-11-20 02:40:03,0.135,0.13497956546631823,0.13496594217719698,2,-0.4345559460282009
2024-11-20 02:50:03,0.135,0.1349795662058462,0.13496594340974363,2,-0.43454232273907967
2024-11-20 03:00:03,0.135,0.13497956694537416,0.13496594464229028,2,-0.43452869994297716
2024-11-20 03:10:03,0.135,0.13497956768490219,0.13496594587483693,2,-0.4345150776398933
2024-11-20 03:20:03,0.135,0.13497956842443015,0.13496594710738358,2,-0.434501455829828
2024-11-20 03:30:03,0.135,0.13497956916395817,0.13496594833993023,2,-0.43448783451278145
2024-11-20 03:40:03,0.135,0.13497956990348614,0.13496594957247687,2,-0.4344742136887535
2024-11-20 03:50:03,0.135,0.1349795706430141,0.13496595080502352,2,-0.43446059335774423
2024-11-20 04:00:03,0.135,0.13497957138254213,0.13496595203757017,2,-0.4344469735197536
2024-11-20 04:10:03,0.135,0.1349795721220701,0.13496595327011682,2,-0.4344333541747816
2024-11-20 04:20:03,0.135,0.1349795728615981,0.13496595450266344,2,-0.4344197353228284
2024-11-20 04:30:03,0.135,0.13497957360112608,0.1349659557352101,2,-0.43440611696389375
2024-11-20 04:40:03,0.135,0.13497957434065405,0.13496595696775676,2,-0.4343924990979777
